Event ID,Database,ID,Date/Time,Nearest town,State,Latitude,Longitude,Comments,,,,,,,
24310,Rain,5106,7/03/2015 0:00,PARABURDOO,WA,-23.1958,117.7039,Afternoon thunderstorm activity continued in the Gascoyne which produced heavy rainfall. Lyons River crossing recorded 53.6 mm in a 24 hour period which at times reached an ARI of betwen 10 and 20 years. Minnie Creek Airstrip recorded 54.2mm in a 24 hour period which at times reached an ARI of between 5 and 10 years.%D %D                                            Prcp      Perd                                                               %D Station Name          Stn no Date          (mm)  QF (days)                                                              %D -------------------- ------- ----------- ------ --- ------                                                              %D PARABURDOO AERO       007185 07-Mar-2015   55.8  00      1                                                              %D MININER               007177 07-Mar-2015   55.6  00      1                                                              %D MINNIE CREEK AIRSTRI  006104 07-Mar-2015   54.2  00      1                                                              %D LYONS RIVER CROSSING  506013 07-Mar-2015   53.6  00      1                                                              %D YINNETHARRA CROSSING  507000 07-Mar-2015   53.6  00      1                                                              %D WITTENOOM             005026 07-Mar-2015   52.8  00      1                                                              %D,,,,,,,
24311,Rain,5111,24/01/2015 3:15,Murrays Flat (Wollondilly River),NSW,-34.7217,149.7933,NULL,,,,,,,
24313,Rain,5112,24/01/2015 3:01,Orange (Bloodwood Winery),NSW,-33.15,149.2,"Gutter overflow, roads awash, structural damage, minor erosion on excavation sites.",,,,,,,
24314,Rain,5113,24/01/2015 6:40,Jingera (Hillside),NSW,-35.7833,149.4167,NULL,,,,,,,
24315,Wind,7280,24/01/2015 7:36,Burke Airport,NSW,-30.0423,145.952,NULL,,,,,,,
24316,Wind,7281,24/01/2015 4:00,Sherwood,NSW,-31.079,152.719,From the Macleay Argus (local newspaper): A POWERFUL willy-willy tore through Sherwood on Sunday afternoon," uprooting trees and bringing down powerlines."" Images of large trees blown over. See%D http://www.macleayargus.com.au/story/2842677/willy-willy-strikes-at-sherwood/%D YKMP AWS reported 47kt gust at 3:55UTC.""",,,,,,
24317,Rain,5114,25/01/2015 4:25,Wooli (Browns Knob),NSW,-29.9125,153.1275,NULL,,,,,,,
24318,Wind,7282,25/01/2015 7:48,Casino Airport,NSW,-28.8824,153.0618,NULL,,,,,,,
24318,Rain,5115,25/01/2015 8:40,Jiggi (Gwynne St),NSW,-28.676,153.1538,NULL,,,,,,,
24319,Rain,5116,26/01/2015 2:01,Inverell,NSW,-29.7752,151.0819,NULL,,,,,,,
24320,Wind,7283,26/05/2015 5:30,Manilla,NSW,-30.7869,150.778,Damage photos submitted via email. Inconclusive but potential tornado. At minimum can conclude TS was severe with gusts > 90km/h.,,,,,,,
24321,Rain,5117,27/01/2015 0:00,Pokolbin,NSW,-32.8126,151.3043,Squall line,,,,,,,
24321,Rain,5118,27/01/2015 2:00,Tangory Mountain,NSW,-32.5553,151.379,Squall line,,,,,,,
24322,Rain,5119,27/01/2015 1:20,Molong,NSW,-32.9892,148.9318,NULL,,,,,,,
24325,Rain,5120,27/01/2015 2:05,Bylong,NSW,-32.471,150.1059,NULL,,,,,,,
24326,Rain,5121,27/01/2015 2:40,Gresford,NSW,-32.4266,151.5376,NULL,,,,,,,
24327,Rain,5122,27/01/2015 3:00,Nundle,NSW,-31.46,151.13,NULL,,,,,,,
24328,Wind,7284,27/01/2015 3:54,Moree,NSW,-29.4898,149.8471,NULL,,,,,,,
24329,Rain,5123,27/01/2015 3:30,Narrabri (Mt Kaputa),NSW,-30.2838,150.1666,Thunderstorm produced 35.6 mm in 30 minutes at Mt Kaputa hydro gauge.,,,,,,,
24330,Rain,5124,27/01/2015 5:10,Tingha,NSW,-29.9315,151.2945,"Thunderstorm produces heavy rainfall at three gauges in the Inverell district, including 32mm in 30min at Tingha.",,,,,,,
24330,Rain,5125,27/01/2015 5:30,Inverell,NSW,-29.7752,151.0819,"Thunderstorm produces heavy rainfall at three gauges in the Inverell district, including: 48.8mm in 30min @ INVL AWS from 0500-0530UTC, and 57.8mm in 60min @ INVL AWS from 0430-0530UTC.",,,,,,,
24330,Rain,5126,27/01/2015 6:05,Inverell,NSW,-29.605,151.267,"Thunderstorm produces heavy rainfall at three gauges in the Inverell district, including 38mm in 30min at Nullamanna (Silverdale).",,,,,,,
24331,Hail,4034,31/01/2015 1:00,Moonee Beach,NSW,-30.2042,153.1485,"Images of large hail on social media reported between 2pm and 5pm, but only two thunderstorm cells seem likely, one at 2:00pm and the other at 2:50pm, based on Grafton PPI. The 2pm cell was part of a multicell that impacted N of Woolgoolga at 2:40pm (Liam, a storm spotter reported this). Hence both reports are included in the same event.",,,,,,,
24331,Hail,4033,31/01/2015 1:40,Woolgoolga,NSW,-30.0957,153.1972,"Liam, a BOM storm spotter, reported golf-ball sized hail just north of Woolgoolga at 2:40pm. Reports and photos on social media also show large hail (about 3cm diameter) at Moonee Beach between 2pm and 5pm. The 2pm cell at Moonee Beach was part of the same multicell that Liam observed hail from.",,,,,,,
24332,Hail,4035,31/01/2015 2:00,Alstonville,NSW,-28.843,0,Storm spotter reports largest and most common hail size to be 2.5cm diameter. Timing of event corresponds well with Grafton PPI.,,,,,,,
24333,Hail,4036,1/02/2015 1:00,Nabiac (near Foster),NSW,-32.0873,152.3748,Storm spotter reports average and largest hail size of 2cm. Coverage sparse (25% or less). Vehicles dented.,,,,,,,
24333,Rain,5127,1/02/2015 1:00,Nabiac (near Foster),NSW,-32.0873,152.3748,"Peter S Roberts (storm spotter) reported Thunderstorm producing 40mm in 15 mins (duration reported as an estimate) N of Nabiac at 2pm (as well as 2cm hail). Based on Lemontree PPI, heavy rainfall is likely with high reflectivity and thunderstorm quite slow moving, but the rainfall rate reported by the storm spotter is possible a crude estimate.",,,,,,,
24334,Rain,5128,1/02/2015 12:50,Wooli,NSW,-29.8919,153.2648,Thunderstorm produces 73mm in 60min to 11:50pm at Wooli River (Caravan Park) hydro gauge.,,,,,,,
24335,Wind,7285,11/02/2015 0:00,Corowa,NSW,-36,146.368,"Thunderstorm(s) over Corowa area between about 7pm and 8:20pm produce damage with 16 jobs reported to the SES, and NSW Fire&Rescue coordinating response. Wind most likely cause with Yarrawonga PPI showing several gust fronts over the district (and also gusts of 44kt and 41kt reported at Albury and Deniliquinn AWSs respectively about 8:30pm).",,,,,,,
24336,Wind,7286,11/02/2015 10:15,The Rock,NSW,-35.267,147.065,Leigh Rainbird (storm spotter) reports 10 min avg wind speed 63 kmh. Max gust 98 km/h. Radar shows this was likely a gust front ahead of a thunderstorm squall line.,,,,,,,
24337,Rain,5129,12/02/2015 4:55,Gurya,NSW,-29.9465,151.6066,Thunderstorm produces 30mm in 30min at Ben Lomond hydro gauge.,,,,,,,
24338,Wind,7287,14/02/2015 6:28,Condobolin,NSW,-33.0682,147.2133,51kt gust with thunderstorm at YCDO AWS.,,,,,,,
24339,Wind,7288,15/02/2015 7:55,Broken Hill,NSW,-32.0012,141.4694,54kt gust with thunderstorm at YBHI AWS,,,,,,,
24340,Wind,7289,26/05/2015 8:22,Griffith,NSW,-34.2487,146.0695,49kt gust with thunderstorm at YGTH,,,,,,,
24341,Rain,5130,25/02/2015 7:25,Ulan,NSW,-32.2807,149.741,Thunderstorm produces 42mm in 60mins at Ulan Water hydro gauge,,,,,,,
24342,Wind,7290,25/02/2015 8:05,Coonamble,NSW,-30.9776,148.3798,Thunderstorm produces 59kt gust at YCNM AWS.,,,,,,,
24343,Wind,7291,26/02/2015 7:50,Comboyne,NSW,-31.6061,152.4669,"Storm spotter at Comboyne reports thunderstorm producing 3cm hail, 60mm in 60 min, trees down.",,,,,,,
24343,Hail,4037,26/02/2015 7:50,Comboyne,NSW,-31.6061,152.4669,"Storm spotter at Comboyne reports thunderstorm producing 3cm hail, 60mm in 60 min, trees down.",,,,,,,
24343,Rain,5131,26/02/2015 7:50,Comboyne,NSW,-31.6061,152.4669,"Storm spotter at Comboyne reports thunderstorm producing 3cm hail, 60mm in 60 min, trees down.",,,,,,,
24344,Wind,7292,26/02/2015 7:20,Muswellbrook,NSW,-32.2637,150.889,Weather Zone reports golf ball sized hail from thunderstorm at Muswellbrook. Local paper reports 50c piece sized hail. Weather Zone also reports wind damage (ripped veranda roof off a house). Radar shows cell was an anomalous left mover.,,,,,,,
24344,Hail,4038,26/02/2015 7:20,Muswellbrook,NSW,-32.2637,150.889,Weather Zone reports golf ball sized hail from thunderstorm at Muswellbrook. Local paper reports 50c piece sized hail. Weather Zone also reports wind damage (ripped veranda roof off a house). Radar shows cell was an anomalous left mover.,,,,,,,
24345,Hail,4039,1/03/2015 4:00,Camden,NSW,-34.0531,150.6984,"Thunderstorm produces report of 20c piece sized hail at Camden, 55kt gust at Campbelltown AWS.",,,,,,,
24345,Wind,7293,1/03/2015 4:22,Campbelltown,NSW,-34.0615,150.7735,"Thunderstorm produces 20c piece sized hail at Camden, 55kt gust at Campbelltown AWS.",,,,,,,
24346,Wind,7294,1/03/2015 5:24,Mount Boyce,NSW,-33.6185,150.2741,Thunderstorm squall line produces 51kt gust at MTBO AWS,,,,,,,
24347,Wind,7295,1/03/2015 5:43,Mudgee,NSW,-32.5628,149.6149,Thunderstorm squall line produces 48kt gust at YMDG AWS,,,,,,,
24348,Wind,7296,1/03/2015 9:40,Taree,NSW,-31.9151,152.4559,Tree damage from thunderstorm reported by storm spotter.,,,,,,,
24349,Rain,5132,8/03/2015 8:25,Woolgoolga,NSW,-30.1052,153.1956,Thunderstorm produces over 50mm in 30 minutes to 7:25pm at Woolgoolga hydro gauge.,,,,,,,
24350,Wind,7297,8/03/2015 4:12,Grafton,NSW,-29.7583,153.0297,Thunderstorm produces 61kt gust and 50mm in 30min at YGFN AWS.,,,,,,,
24350,Rain,5133,9/03/2015 4:30,Grafton,NSW,-29.7583,153.0297,Thunderstorm produces 61kt gust and 50mm in 30min at YGFN AWS.,,,,,,,
24351,Wind,7298,11/03/2015 3:01,Moss Vale,NSW,-34.5253,150.4217,LGA: Wingecarribee. Thunderstorm produces 53kt gust at MSV AWS.,,,,,,,
24352,Hail,4040,11/03/2015 6:25,Bargo,NSW,-34.2918,150.5813,"Thunderstorm produces 2-3cm hail in Bargo (Wollondilly LGA), 36kt 10min-mean wind at Badgerys Ck (LGA: City of Liverpool) and 39mm in 30 minutes at Guilford (LGA: City of Holroyd/Parramatta).",,,,,,,
24352,Wind,7299,11/03/2015 7:26,Badgerys Creek,NSW,-33.8969,150.7281,"Thunderstorm produces 2-3cm hail in Bargo (Wollondilly LGA), 36kt 10min-mean wind at Badgerys Ck (LGA: City of Liverpool) and 39mm in 30 minutes at Guilford (LGA: City of Holroyd/Parramatta).",,,,,,,
24352,Rain,5134,11/03/2015 8:30,Guilford,NSW,-33.8661,150.9937,"Thunderstorm produces 2-3cm hail in Bargo (Wollondilly LGA), 36kt 10min-mean wind at Badgerys Ck (LGA: City of Liverpool) and 39mm in 30 minutes at Guilford (LGA: City of Holroyd).",,,,,,,
24353,Wind,7300,12/03/2015 5:05,Scone,NSW,-32.0335,150.8264,Thunderstorm produces 51kt gust at YSCO.,,,,,,,
24354,Hail,4041,12/03/2015 7:35,Faulconbridge,NSW,-33.692,150.5458,"LGA: Blue Mountains. Thunderstorm produces large hail at Faulconbridge, with storm spotter reporting golf ball sized hail and Weatherzone relaying second hand reports of 5cm hail. SES report 70 callouts in the Faulconbridge/Springwood area.",,,,,,,
24355,Hail,4042,12/03/2015 7:50,Blackheath,NSW,-33.6352,150.2846,LGA: Blue Mountains. Spotter reports 2-2.5cm hail from thunderstorm.,,,,,,,
24356,Hail,4043,12/03/2015 8:30,Putty,NSW,-32.93,150.7,"LGA: Singleton. Storm spotter reports 5-6cm hail from storm ""earlier in the evening"" (reported at 10:30pm). This is probably the cell that was near Putty about 7:24pm.",,,,,,,
24357,Rain,5135,13/03/2015 23:00,Clarencetown,NSW,-32.5584,151.8043,NULL,,,,,,,
24358,Rain,5136,13/03/2015 1:00,Boambee (Coffs Harbour),NSW,-30.3242,153.0491,NULL,,,,,,,
24358,Rain,5137,13/03/2015 1:00,Toormina (Coffs Harbour),NSW,-30.3525,153.0761,NULL,,,,,,,
24358,Rain,5138,13/03/2015 1:00,Sawtell (Coffs Harbour),NSW,-30.3667,153.0953,NULL,,,,,,,
24358,Rain,5139,13/03/2015 1:30,Bray Street (Coffs Harbour),NSW,-30.2825,153.1219,NULL,,,,,,,
24359,Rain,5140,18/03/2015 18:20,Bukkulla (N of Inverell,NSW,-29.5045,151.1293,NULL,,,,,,,
24360,Hail,4044,21/03/2015 6:10,Kentuckey Lane (Sth of Narrabri),NSW,-30.4218,149.8546,Supercell outbreak. Estimate is based on photo evidence of hail being held in hands. Secondary photo's were obtained with measurements of the hand size allowing reasonable accuracy to be placed on the estimation of the hail size.%D There were other reports of golf ball hail and larger in the Narrabri area with this Supercell. Supercell was a right mover.,,,,,,,
24361,Wind,7301,21/03/2015 6:08,Moree AWS,NSW,-29.4898,149.8471,NULL,,,,,,,
24362,Rain,5141,24/03/2015 2:25,Coonabarabran AWS,NSW,-31.333,149.2699,NULL,,,,,,,
24363,Rain,5142,24/03/2015 7:35,Wyong (Kangy Angy - Ourimbah ck),NSW,-33.3319,151.3833,NULL,,,,,,,
24364,Rain,5143,30/03/2015 8:00,S. of Newcastle,NSW,0,0,The reading was from a storm spotters digital gauge. OK confidence in rainfall total. Not much info on location.,,,,,,,
24365,Rain,5144,6/04/2015 4:45,Macquarie College - Newcastle,NSW,-32.9219,151.6514,NULL,,,,,,,
24365,Hail,4045,6/04/2015 5:18,Bar Beach - Newcastle,NSW,-32.9419,151.7677,NULL,,,,,,,
24366,Hail,4046,6/04/2015 6:10,DUBBO,NSW,0,0,NULL,,,,,,,
24367,Wind,7302,15/04/2015 6:02,Forbes AWS,NSW,-33.3627,147.9205,NULL,,,,,,,
24368,Rain,5145,21/04/2015 22:45,Tocal AWS,NSW,-32.6296,151.5919,Storms were triggered by a a shear line that was part of a broader severe ECL event. (The same line of storms triggered the flash flooding at Dungog.),,,,,,,
24369,Hail,4047,25/04/2015 4:13,Blackheath,NSW,-33.68,150.29,Hail mostly 1cm. 2 to 2.5 cm were maximum stones.,,,,,,,
24370,Wind,7303,25/04/2015 6:05,Montague Island AWS,NSW,-36.2519,150.2275,NULL,,,,,,,
24371,Rain,5146,28/04/2015 8:25,Cofs Harbour (Gundagai St),NSW,-30.2939,153.1094,NULL,,,,,,,
24372,Rain,5147,29/04/2015 20:55,Wooli River,NSW,-29.8919,153.2648,NULL,,,,,,,
24373,Rain,5148,2/05/2015 8:20,Wooli River,NSW,-29.8919,153.2648,NULL,,,,,,,
24375,Hail,4066,24/08/2015 11:30,LAKE OBERON,NSW,-33.7151,149.8346,Inside Warning Area,,,,,,,
24376,Hail,4067,17/09/2015 1:55,EAST MAITLAND RAILWAY STATION,NSW,-32.7442,151.5872,Grant at Williamtown called Fire Desk to phone in second hand report of golf ball sized hail in cell out at Maitland,,,,,,,
24376,Hail,4068,17/09/2015 2:17,RAYMOND TERRACE,NSW,-32.7651,151.7345,Ken Batt rings in to Grant (at Williamtown) to report 1-2cm hail at Raymond Terrace.,,,,,,,
24377,Tornado,1282,24/08/2015 6:00,DUBBO,NSW,-32.2484,148.6012,Jonny from SES called with report of a tornado at Dubbo around 5-5:15 PM. Police got some more calls with reports of partial roofs off houses and very strong winds. Jonny relayed this info through. Possible footage too. No GPATS over Dubbo at this time but there were a couple near Gilgandra.,,,,,,,
24380,Waterspout,54,25/09/2015 0:25,,,-33.922,151.2592,"Peter/Good Samaritan, called up and reported a waterspout at 10:25, near Coogee over water, showers observed on radar crossing the coast at that time. No thunderstorms observed no GPATS and it was from one line of showers so didn't issue a warning, no pictures online either.",,,,,,,
24382,Hail,4069,30/09/2015 6:13,GLOUCESTER,NSW,-32.0151,151.9345,Call from Rebacca from the Gloucester Advocate reporting 1-2cm hail with a picture.,,,,,,,
24383,Hail,4070,11/10/2015 4:30,COMBOYNE,NSW,-31.5984,152.4678,"Storm spotter report: Collin Amoss (Comboyne, 45km SW of Port Macquarie)%D Largest Hailstone: 2.5cm%D Rainfall: 50mm within an hour%D Wind Gusts: Estimated ~80km/h (small limbs blown off trees)%D",,,,,,,
24384,Wind,7352,12/10/2015 7:14,WALGETT AIRPORT,NSW,-30.0317,148.1012,49kt gust @ YWLG,,,,,,,
24384,Wind,7351,12/10/2015 7:51,COONAMBLE AIRPORT,NSW,-30.9651,148.3679,55kt gust @ YCNM,,,,,,,
24385,Rain,5202,13/10/2015 4:30,BRAYS CREEK,NSW,-28.4067,153.1928,in 30 mins 3:30pm-4:00pm 43mm at Brays Creek.,,,,,,,
24386,Wind,7353,21/10/2015 6:42,DUBBO,NSW,-32.2484,148.6012,48kt gust @ YSDU,,,,,,,
24387,Tornado,1283,22/10/2015 0:00,BUNDELLA,NSW,-31.5651,149.9845,Reports (via Graham Creed's Twitter) of tornado at Bundlla. SES had first heard reports around middle of the day. Timing sometime around late morning.,,,,,,,
24388,Wind,7354,26/10/2015 3:13,Molineaux Point,NSW,-33.9842,151.2127,"48 kt gust at Molineaux Point, Port Botany",,,,,,,
24388,Wind,7355,26/10/2015 3:13,KURNELL,NSW,-34.0151,151.2012,51 kt gust at Kurnell,,,,,,,
24389,Wind,7356,26/10/2015 4:23,WALGETT,NSW,-30.0317,148.1012,54 knot gust Walgett (Within Warning Area),,,,,,,
24389,Wind,7357,26/10/2015 5:00,GUNNEDAH,NSW,-30.9817,150.2511,50 knot gust Gunnedah (Within Warning Area),,,,,,,
24390,Waterspout,4,3/11/2015 0:00,,,-29.686,148.8168,"Report of tornado at Merrywinebone, though image shows that no cloudbase is attached to funnel so classified as Dust Devil. Merrywinebone is located in the NWSP district.",,,,,,,
24391,Tornado,1285,27/10/2015 0:00,MERRYWINEBONE,NSW,-29.6817,148.8012,Image of tornado by local (Barry Newman) is on record. The event has been legitamised and has had a case study written about it for further investigations.,,,,,,,
24393,Rain,5219,17/05/2015 0:00,JINDONG,WA,-33.7411,115.2417,NULL,,,,,,,
24393,Rain,5220,17/05/2015 0:00,ACTON PARK,WA,-33.7611,115.3708,NULL,,,,,,,
24393,Rain,5221,17/05/2015 0:00,CHAPMAN HILL,WA,-33.8056,115.3331,NULL,,,,,,,
24393,Rain,5222,17/05/2015 0:00,CHAPMAN HILL,WA,-33.7783,115.3272, ,,,,,,,
24393,Rain,5223,17/05/2015 0:00,WHICHER RANGE,WA,-33.8275,115.3889,NULL,,,,,,,
24393,Rain,5224,17/05/2015 0:00,Aston Downs Alert,WA,0,0,NULL,,,,,,,
24393,Rain,5225,17/05/2015 0:00,LUDLOW,WA,-33.6097,115.4867,NULL,,,,,,,
24393,Rain,5226,17/05/2015 0:00,Capel North,WA,0,0,NULL,,,,,,,
24393,Rain,5227,17/05/2015 0:00,CAPE LEEUWIN,WA,-34.3767,115.1358,NULL,,,,,,,
24393,Rain,5228,17/05/2015 0:00,CAPE NATURALISTE,WA,-33.5314,115.0025,NULL,,,,,,,
24393,Rain,5229,18/05/2015 0:00,MARGARET RIVER,WA,-33.955,115.075,"A deep, cut-off low passed over the far southwest of the state during the 17th (see MSLP analysis), generating significant rainfall. This was followed by cold front on the 18th, which preceded a strong southerly flow and cold pool. Severe gusts were recorded at some coastal locations, while significant rainfall was recorded over much of the southwest (see daily rainfall maps: to 9am May 18 | to 9am May 19). Several sites saw 12-24 hour rainfall amounts which exceeded 50 year Average Recurrence Interval amounts, whilst others had short-term rainfall rates that exceeded the flash-flooding criterion of >10 year ARI, e.g. Jindong (see ARI plot and table), Chapman Hill (ARI plot and table), Aston Downs (ARI plot and table).",,,,,,,
24393,Rain,5230,18/05/2015 0:00,WANNEROO,WA,-31.7472,115.8031,"A deep, cut-off low passed over the far southwest of the state during the 17th (see MSLP analysis), generating significant rainfall. This was followed by cold front on the 18th, which preceded a strong southerly flow and cold pool. Severe gusts were recorded at some coastal locations, while significant rainfall was recorded over much of the southwest (see daily rainfall maps: to 9am May 18 | to 9am May 19). Several sites saw 12-24 hour rainfall amounts which exceeded 50 year Average Recurrence Interval amounts, whilst others had short-term rainfall rates that exceeded the flash-flooding criterion of >10 year ARI, e.g. Jindong (see ARI plot and table), Chapman Hill (ARI plot and table), Aston Downs (ARI plot and table).",,,,,,,
24393,Rain,5231,18/05/2015 0:00,BUSSELTON SHIRE,WA,-33.6481,115.3458,"A deep, cut-off low passed over the far southwest of the state during the 17th (see MSLP analysis), generating significant rainfall. This was followed by cold front on the 18th, which preceded a strong southerly flow and cold pool. Severe gusts were recorded at some coastal locations, while significant rainfall was recorded over much of the southwest (see daily rainfall maps: to 9am May 18 | to 9am May 19). Several sites saw 12-24 hour rainfall amounts which exceeded 50 year Average Recurrence Interval amounts, whilst others had short-term rainfall rates that exceeded the flash-flooding criterion of >10 year ARI, e.g. Jindong (see ARI plot and table), Chapman Hill (ARI plot and table), Aston Downs (ARI plot and table).",,,,,,,
24393,Rain,5232,18/05/2015 0:00,KARRAGULLEN,WA,-32.0908,116.1217,"A deep, cut-off low passed over the far southwest of the state during the 17th (see MSLP analysis), generating significant rainfall. This was followed by cold front on the 18th, which preceded a strong southerly flow and cold pool. Severe gusts were recorded at some coastal locations, while significant rainfall was recorded over much of the southwest (see daily rainfall maps: to 9am May 18 | to 9am May 19). Several sites saw 12-24 hour rainfall amounts which exceeded 50 year Average Recurrence Interval amounts, whilst others had short-term rainfall rates that exceeded the flash-flooding criterion of >10 year ARI, e.g. Jindong (see ARI plot and table), Chapman Hill (ARI plot and table), Aston Downs (ARI plot and table).",,,,,,,
24393,Rain,5233,18/05/2015 0:00,BICKLEY,WA,-32.0081,116.0906,"A deep, cut-off low passed over the far southwest of the state during the 17th (see MSLP analysis), generating significant rainfall. This was followed by cold front on the 18th, which preceded a strong southerly flow and cold pool. Severe gusts were recorded at some coastal locations, while significant rainfall was recorded over much of the southwest (see daily rainfall maps: to 9am May 18 | to 9am May 19). Several sites saw 12-24 hour rainfall amounts which exceeded 50 year Average Recurrence Interval amounts, whilst others had short-term rainfall rates that exceeded the flash-flooding criterion of >10 year ARI, e.g. Jindong (see ARI plot and table), Chapman Hill (ARI plot and table), Aston Downs (ARI plot and table).",,,,,,,
24393,Rain,5234,18/05/2015 0:00,HUNTLY,WA,-32.5894,116.0625,"A deep, cut-off low passed over the far southwest of the state during the 17th (see MSLP analysis), generating significant rainfall. This was followed by cold front on the 18th, which preceded a strong southerly flow and cold pool. Severe gusts were recorded at some coastal locations, while significant rainfall was recorded over much of the southwest (see daily rainfall maps: to 9am May 18 | to 9am May 19). Several sites saw 12-24 hour rainfall amounts which exceeded 50 year Average Recurrence Interval amounts, whilst others had short-term rainfall rates that exceeded the flash-flooding criterion of >10 year ARI, e.g. Jindong (see ARI plot and table), Chapman Hill (ARI plot and table), Aston Downs (ARI plot and table).",,,,,,,
24393,Rain,5235,18/05/2015 0:00,ROLEYSTONE,WA,-32.1131,116.0739,"A deep, cut-off low passed over the far southwest of the state during the 17th (see MSLP analysis), generating significant rainfall. This was followed by cold front on the 18th, which preceded a strong southerly flow and cold pool. Severe gusts were recorded at some coastal locations, while significant rainfall was recorded over much of the southwest (see daily rainfall maps: to 9am May 18 | to 9am May 19). Several sites saw 12-24 hour rainfall amounts which exceeded 50 year Average Recurrence Interval amounts, whilst others had short-term rainfall rates that exceeded the flash-flooding criterion of >10 year ARI, e.g. Jindong (see ARI plot and table), Chapman Hill (ARI plot and table), Aston Downs (ARI plot and table).",,,,,,,
24393,Rain,5236,18/05/2015 0:00,GOSNELLS,WA,-32.0719,115.9947,"A deep, cut-off low passed over the far southwest of the state during the 17th (see MSLP analysis), generating significant rainfall. This was followed by cold front on the 18th, which preceded a strong southerly flow and cold pool. Severe gusts were recorded at some coastal locations, while significant rainfall was recorded over much of the southwest (see daily rainfall maps: to 9am May 18 | to 9am May 19). Several sites saw 12-24 hour rainfall amounts which exceeded 50 year Average Recurrence Interval amounts, whilst others had short-term rainfall rates that exceeded the flash-flooding criterion of >10 year ARI, e.g. Jindong (see ARI plot and table), Chapman Hill (ARI plot and table), Aston Downs (ARI plot and table).",,,,,,,
24394,Rain,5415,25/06/2015 7:55,MEREWETHER,NSW,-32.9454,151.748,"Twitter report also received of flooding in the King St Carpark, Newcastle",,,,,,,
24394,Tornado,1297,11/07/2015 5:15,BURRUMBUTTOCK,NSW,-35.8318,146.8013,"Tornado caused trees to be knocked down. Police called, people sighted it. Squall line thunderstorms passing through at the time. No other property damage other than trees.",,,,,,,
24394,Hail,4145,11/07/2015 23:05,PENRITH,NSW,-33.7484,150.7512,"Alerted SES, They didn't believe it. WDDS suggested 20% chance of 3mm.",,,,,,,
24395,Wind,7468,23/08/2015 23:05,BOURKE AIRPORT,NSW,-30.0318,145.9512,Warning was Updated after this to include the Upper Western.,,,,,,,
24399,Hail,4146,7/11/2016 4:40,MURWILLUMBAH,NSW,-28.3317,153.3845,It was 10km  SW of Murwillambah (In warning area). Possibly earlier that 04:40 given the radar signature.,,,,,,,
24402,Wind,7473,1/11/2015 4:20,White Cliffs,NSW,-30.8485,143.0846,65kt gust @ YWHC. LGA: Central Darling Shire.,,,,,,,
24403,Hail,4147,12/10/2015 4:30,COMBOYNE,NSW,-31.5984,152.4678,NULL,,,,,,,
24405,Wind,7474,2/11/2015 6:26,Newcastle,NSW,-32.9317,151.7845,55kt gust @ NBB. LGA: City of Newcastle.,,,,,,,
24406,Wind,7475,4/11/2015 5:37,White Cliffs,NSW,-30.8522,143.0743,60kt gust @ YWHC,,,,,,,
24407,Wind,7476,4/11/2016 7:33,Fowlers Gap,NSW,-31.0863,141.7008,NULL,,,,,,,
24408,Wind,7477,1/11/2015 3:31,Hay,NSW,-34.5412,144.8345,63kt gust @ YHAY,,,,,,,
24411,Rain,5418,3/11/2015 3:00,Kempsey,NSW,-31.0167,152.7167,39mm in 30mins @ Turners Flat,,,,,,,
24412,Wind,7480,4/11/2015 3:50,Broken Hill,NSW,-32.0012,141.4694,48kt gust @ YBHI,,,,,,,
24413,Rain,5419,4/11/2015 12:30,Hay,NSW,-34.5412,144.8345,49.6mm in 60mins @ YHAY,,,,,,,
24414,Wind,7481,4/11/2015 7:33,Fowlers Gap,NSW,-31.0818,141.718,65kt gust @ Fowlers Gap,,,,,,,
24416,Wind,7482,5/11/2015 5:15,Condobolin,NSW,-33.0651,147.1512,50kt gust @ YCDO,,,,,,,
24418,Rain,5421,5/11/2015 8:00,Tuggeranong,NSW,-35.4317,149.1512,26.4mm in 30min @ Tuggeranong. Heavy rain fell from a line of storms over the ACT. Similar rainfall rates also recorded at Lake Burley Griffen. Based on the 24.4mm in 30min criteria for the ACT (as per the Severe TS Directive).,,,,,,,
24418,Rain,5420,5/11/2015 8:05,Canberra,NSW,-35.3,149.1333,24.8mm in 30min @ Lake Burley Griffen.,,,,,,,
24419,Hail,4148,7/11/2015 4:40,MURWILLUMBAH,NSW,-28.3317,153.3845,Secondhand report of 2cm hail at Murwillumbah at ~04:40UTC from friend of Haldyn Boyd.,,,,,,,
24420,Rain,5423,7/11/2015 12:27,TURNERS FLAT,NSW,-31.0151,152.7011,107mm in 60 minutes to 12:27am at Turners Flat (Environmon) Mid North Coast,,,,,,,
24420,Rain,5422,7/11/2015 12:29,TURNERS FLAT,NSW,-31.0151,152.7011,68mm in 30 minutes to 11:59pm at Turners Flat (Environmon) Mid North Coast,,,,,,,
24421,Rain,5424,8/11/2015 3:00,STANNIFER,NSW,-29.8651,151.2178,40mm in 60 mins between 2pm and 3pm at Spinnifer (Rubicon) (Environmon) south of Inverell,,,,,,,
24422,Rain,5425,13/11/2015 3:25,BLACKTOWN,NSW,-33.7651,150.9179,30mm in 30mins to 2:55pm at Blacktown (Environmon),,,,,,,
24422,Rain,5426,13/11/2015 3:25,BAULKHAM HILLS,NSW,-33.7437,150.9873,30mm in 30mins to 2:55pm at Baulkham Hills (Environmon),,,,,,,
